permalink,tweet_nonce,tweet_id,user_id,username,fullname,posted_time,reply_count,retweet_count,favorite_count,body
https://twitter.com/Nureddinyildiz/status/960257332050583552,960257332050583552-941c10e2-0886-472a-99bd-779c16e5eded,960257332050583552,162016465,@Nureddinyildiz,Nureddin Yildiz (EN),1517778163,0,2,4,"Avoiding Haraam acts is not the only part of our test. Our intelligence, talents, youth, wealth and possessions...In short, all our means are our test."
https://twitter.com/MADBLACKTHOT/status/960248002853163008,960248002853163008-3618a30d-3721-45bc-bc7b-be814a2e8658,960248002853163008,783598064,@MADBLACKTHOT@CincinnatiZoo,THE HOOD ORACLE,1517775939,0,0,0,my sister said “I just took a DNA test turns out I'm 100% that bitch” I heard it loud and clear. https://twitter.com/cincinnatizoo/status/960204729350545409 …
https://twitter.com/boucherhayes/status/960240385468530688,960240385468530688-ad8d467c-dcc6-425e-ac3b-14a6ba2f987d,960240385468530688,158512580,@boucherhayes@rtetwip,Philip Boucher-Hayes,1517774122,7,29,34,This was an interesting excercise. Global comparison test. Ireland’s abortion laws are more restrictive than Saudi Arabia’s https://twitter.com/rtetwip/status/960213905183264769 …
https://twitter.com/ncaawbb/status/960241823313747968,960241823313747968-c523a064-5ac1-419c-bef0-778f43ac4548,960241823313747968,63799043,@ncaawbb,NCAA Women's BKB,1517774465,1,13,32,#ncaaW's best home record (14-0) will be put to the test in this @pac12 battle!:  No. 24 @StanfordWBB at No. 6 @OregonWBB :  @ESPN 2:  3:00PM ET:  Matthew Knight Arenapic.twitter.com/uvrXWSEjAp
https://twitter.com/SpaceCapsules/status/960256139379298306,960256139379298306-204ce029-3b23-4672-9d83-aae3b30685a7,960256139379298306,3398634052,@SpaceCapsules,Maki,1517777878,0,6,35,was doing a quick style test and decided to try it out with @_mrsteak's cute oc!pic.twitter.com/p5hl5MYc4i
https://twitter.com/BellamySuzanne/status/960257610879504389,960257610879504389-7837ce7c-40e7-41a7-bf9d-3d18054c9521,960257610879504389,845996024,@BellamySuzanne,Suzanne Bellamy,1517778229,0,0,5,"#BiggestLittleRailway She made it, what a test of endurance. It may come as a surprise but the Silver Lady used was the factory prototype pre production model and had already seen around 10 years service, go Silver Lady."
https://twitter.com/g_wood1398/status/960246406895333378,960246406895333378-4eaea899-8bc0-494f-900c-40c66ce394ec,960246406895333378,347564448,@g_wood1398,g wood,1517775558,2,0,7,"Mental strength is so important, time to test mine out hahah"
https://twitter.com/Koola_UE4/status/960243987201298432,960243987201298432-d42e415b-70b8-48e6-8fee-93b39f519a0f,960243987201298432,3674821463,@Koola_UE4,Koola,1517774981,3,7,26,Underwater test : https://youtu.be/vubSSWC4O0o #UE4 #SubstanceDesignerpic.twitter.com/SHA3TH0uVQ
https://twitter.com/MastersLegacyYT/status/960263235344613376,960263235344613376-90d8ba65-a155-49fe-93d6-d649a438258a,960263235344613376,845228445093150720,@MastersLegacyYT,Voltik Alakay  🔥 👑,1517779570,0,1,0,"Hey guys do you know which is the fastest Jason or Jason imposter !? The answer is simple... Usain Bolt in a hockey mask Well today we test out the newest updated jasons vs the pre upd. jasons and see which is faster, https://youtu.be/WFSIBBRyTNk @Friday13thGame @weskeltnerpic.twitter.com/88Um2lK1vi"
https://twitter.com/SeemaStredny/status/960257161027866631,960257161027866631-0a76195f-887c-4c9e-a8f1-1a335a22b900,960257161027866631,973704955,@SeemaStredny,Seema Stredny,1517778122,0,3,5,"Nearly all men can stand adversity, but if you want to test a man's character, give him power."
https://twitter.com/chagg3_/status/960257134083608576,960257134083608576-a4746944-94e2-41e2-bc5e-f602769ba7f2,960257134083608576,4175647037,@chagg3_,✰caroline✰,1517778116,1,1,7,I just don’t know how my teacher expects me to study for this test after Kylie announced she had her mf baby
https://twitter.com/uDropNetwork/status/960255115050586112,960255115050586112-1901a54f-a864-4988-96ac-eacd645c24e7,960255115050586112,865662202505646080,@uDropNetwork,uDrop Network,1517777634,0,3,4,Thanks guys for join a beta test 3.0 AMAZING  pic.twitter.com/lBKdaRI9Ci
https://twitter.com/emojaleah/status/960254944329814016,960254944329814016-d19f07e2-e80d-4995-9595-cac61f3e0896,960254944329814016,2247886292,@emojaleah,Aphrodite,1517777594,0,3,3,Just took a DNA test and it turns out that I am 100% that bitch
